"","A0FJ","A13E","A0G0","A0SX","A143","A0DA","A0B3","A0I2","A0RT","A131","A124","A1B6","A1AZ","A0YM","A04P","A04T","A0AT","A0AL","A0CE","A07R","A0FL","A150","A0E0","A0U4","A0XU","A0AV","A0AR","A0RX","A0D2","A0CM","A0WX","A0T0","A0T2","A04U","A0JL","A147","A0B9","A1AI","A14X","A12V","A1AY","A0D0","A0SK","A128","A04D","A0A7","A094","A12L","A0I9","A0EE","A135","A152","A18P","A18R","A08X","A0TX","A09X","A1AT","A12Q","A12T","A0RH","A07I","A04W","A12P","A0EQ","A0D1","A09G","A1B0","A14P","A0T1","A137","A13Z","A08L","A0IK","A12D","A0XN","A0B0","A18S","A0CS","A0EI","A0IO","A0T6","A1AU","A07Z","A0XS","A1BD","A08T","A12Y","A0J5","A18F","A0AS","A0DV","A140","A0SU","A12A","A0RM","A0AZ","A0EW","A0XW","A12B","A0BP","A0RG","A0T7","A08A","A0DK","A0SH","A18N","A06P","A15L","A0YL","A1AL","A133","A086","A0I8","A0EA","A09A","A0DS","A1B1","A0X0","A1AP","A0W5","A0JF","A1AV","A0RO","A08Z","A0RV","A0DP","A0EX","A15R","A0FD","A0ES","A0BM","A0EU","A12X","A146","A0CD","A0BQ","A04A","A0CT","A0TZ","A03L","A1AK","A0E1","A0H7","A0FS","A0BS","A08O","A12H","A15E","A0W4"
"mir:hsa-mir-205",7.35679703171609,5.69304555662463,5.60630093882916,11.3319174354369,14.4767084695831,13.5516176279713,9.33667446638868,11.22585858284,10.114115030049,14.147421325827,11.0344931473022,12.8667167617172,11.0598631159479,10.2435044486022,9.58696039247838,8.40890526827014,5.08153279492466,7.06615080563791,12.5480280359777,12.2537020045302,10.7917191709275,12.9029435546709,13.1458234568703,7.58685791340757,10.5962241991874,9.61105954316202,11.618274459291,9.96461033419487,11.7496824369083,7.74222406735865,12.7177262091453,9.40160078480543,9.58899127096992,13.0856312903539,8.51203766093967,12.5927252216502,11.4319009097087,13.0658358500184,9.57646736538068,11.9742740635731,12.0481933710465,12.4456378620003,5.62398843556853,10.7538463725291,7.80268818358821,7.77585873269006,7.65565522160285,8.53584266458386,10.1250686359189,12.3293624029538,12.1411972672916,9.66631713466244,10.808803604281,11.7315393117437,9.64905260542766,6.13234229414478,9.29025284644005,12.7005332997385,9.16629385618713,10.0594989749607,12.1110419799783,6.59316844496859,11.2388988136082,11.4142068959713,11.5639686220334,11.0067468519647,8.57456573374785,12.596494807318,10.6355705932069,9.28666694940439,8.25160846115896,13.1984024118676,10.0398341118815,8.36564593274375,12.6353271947449,13.1959801831426,9.75655749737476,12.6357728473777,11.3408516203522,6.91078901570448,9.53846740049074,7.996811676253,12.1962402000095,12.8014542785934,11.4157219208821,13.325599454379,8.85257713687896,13.6037920905688,2.67287123720696,11.9356598738539,6.53655850031981,11.4008424685815,5.47942498329467,9.33263788276756,13.4399684814106,6.31484434113658,11.4132259008265,11.3722889283102,9.86126837148801,15.2878509083081,9.64541508148116,11.7650779439748,10.2908305123613,10.9111547797742,9.41546106896339,9.5456218451258,13.0675359994364,9.9911151539518,7.81067932771071,11.3673425594154,12.2145817841177,6.4943294172524,10.1020866832962,6.50616531730728,12.3377777096624,10.9467155219619,11.5708961624485,10.4986965708482,13.7021728700669,12.6256079702832,10.4928910032478,8.25210991318041,10.8266986848908,9.21512183457808,10.4229939962932,9.82300003860809,10.8258462648028,10.0781230254872,8.68043193633376,9.20216639022928,13.1006314132317,9.03429868136841,8.58648022301257,4.4187807782006,9.53546503134216,9.82842965089404,12.6360146097091,8.59013998338231,6.21721932155402,5.30553078139006,9.60095602113341,12.2059164945108,8.54336285611488,8.46551457316555,11.8367992656264,14.6686649351405,11.1470490410519,2.78965273399818,11.9686380382665,11.3910841440097
"mir:hsa-mir-9-1",12.7473014141064,13.8315201075442,6.2018324316806,11.5166426848761,10.806167814073,11.1538455010656,12.0372564606087,7.31096812677998,9.92463267828625,8.03839066854563,10.4111372176344,12.36329379415,11.4879850868269,11.2516855931378,8.17291662604205,13.9577446240602,11.6274106260233,11.2437460929017,11.886521942685,10.5769679033606,6.19111458666575,11.4656341950613,10.5072076808601,10.2671632438257,12.4359840064555,10.688759200962,11.6116713111767,9.16181918319273,12.5012380486874,8.58269821599607,11.1189192261381,11.7044901689166,11.3014693044588,9.64242783627116,12.5018819852011,13.9447166569287,10.0066063327163,8.38422131994193,14.2698581333644,10.4816820840082,11.2440956937059,7.65710895299132,16.1625926609044,6.53822745380519,11.9919069970262,8.27278435655141,7.16651364589109,11.1752110009527,10.0164350430333,10.8965661872062,8.34186929002052,9.2435417033817,7.45020269616489,9.65733903756363,7.59504708549444,7.73865814264833,6.88208643140163,8.50024514600711,10.6557111668293,7.05150013794914,8.04969504070117,8.5883911764782,8.87357283003854,13.0676793633862,8.49003996338,8.83116372034132,9.06406607645842,8.13527346130791,11.680716819688,8.58431477094313,8.29529562776296,12.7164830257522,10.9734013187405,9.16765919142608,9.92896349268879,6.82268424764055,6.49297693970135,7.21468615023216,8.85870457683938,7.26416451375467,9.8076715008683,7.01074173447218,9.9696046902613,6.10109164337105,6.54756606807137,8.75417692535206,8.77022007581726,7.97105176500258,7.90887330002853,8.02779270121236,4.36283273000449,6.29543154406093,12.1202181072336,6.81353521633624,9.58108790462371,5.6438498124634,10.9399368163257,9.52949422061113,7.79878024316823,9.43512130496527,11.7241178693387,9.00225408798751,9.20503143016362,6.57460075295511,6.50871263280088,5.98107108472757,6.78073513422826,5.90592719194549,6.33036565872359,7.84967304935189,9.65709411912919,7.12964704418346,6.84990670565009,9.04461811124161,7.6318918650327,8.60681688316906,8.88080384488575,8.08340557184755,7.12901348768946,9.47748837496123,7.41386863034723,6.05984742347881,9.42268985346394,5.85112872739196,8.73733396466972,8.15436134020432,5.73012340629507,7.17025161785311,6.27982900575304,8.12896531291087,8.58839171209061,4.80919109765423,5.683025010398,5.59320529080358,6.8930866670345,6.51093128531156,6.91565281599287,12.2580926613375,8.09264185931761,7.88952566681847,11.0737498089593,10.2223480734047,6.34500137644588,6.77963772177784,6.47686655306096,5.65729381767473,5.15241134580597,6.5113040106781,8.21163933367502,6.9143914088113
"mir:hsa-mir-9-2",12.7799705270633,13.8240296019825,6.56004055980209,11.5408413523447,10.7958646091233,11.136065997101,12.0286181259321,7.25488545214305,10.0167845377919,8.02646993859276,10.4155543398622,12.3910665068389,11.4981912839735,11.2405064590748,8.24676195997055,13.9643282490424,11.6234562868106,11.1897807339375,11.9353735518941,10.6160542405088,6.28645316290786,11.5278264890596,10.5809796825969,10.1981148603293,12.4446451996546,10.7211389785616,11.5965170211789,9.18442707477392,12.5490082296565,8.75569880196121,11.1202069978139,11.7209597575636,11.2654062484369,9.60531307776585,12.500786567307,13.9779884206239,9.98673386771275,8.29371248022621,14.2523183666753,10.4991687098224,11.2312357585456,7.76895662494717,16.1635184338006,6.50305359652695,11.9982338376967,8.388703105477,7.15493691859706,11.1446708912424,10.0428320656062,10.9214378921859,8.32770643200636,9.07136293416704,7.52610316073942,9.65309691727318,7.65817388391226,7.65531711258878,6.96426054472773,8.47944751086552,10.6513068547677,7.13004281977977,7.99128230049767,8.59555017743831,8.85922730354953,13.0753304613015,8.49600345708596,8.78247445034557,9.15222785023149,8.13275584345084,11.6854686865783,8.65425842621431,8.27490164972208,12.7162892307668,10.9658373902979,9.16089070649678,9.91775070829074,6.63852411508096,6.53163095778448,7.05324988219246,8.90426905293821,7.25699089278644,9.78642306259041,6.96595063424819,9.93231842566102,6.00098462659027,6.47200870231812,8.76571789143544,8.78707189752281,8.1418147574932,7.99206306682159,8.08520934664653,4.28718842671044,6.31387120568138,12.1132445780119,6.77922040580409,9.55461849916778,5.38056984667122,10.9294820819846,9.59667290627701,7.87481389375661,9.39076703597661,11.7508933080775,9.11420760707545,9.29257167989928,6.73187845108751,6.50871263280088,5.93211922433272,7.04623213115003,6.26907049872357,6.34122158779983,7.95269445685614,9.64170882609643,7.15888267848177,6.78606095215681,9.03006779637885,7.45098148470934,8.569195241301,8.89273881237997,8.07517245603954,7.30576553702755,9.45644884194441,7.34770687849588,6.08022369961545,9.44180794568671,5.72016020676056,8.90030825220252,8.08077244001759,5.75485324939206,7.09214559421204,6.35502339219719,8.10810407106037,8.55798256763832,5.02885165310606,5.98385254410153,5.36125456552185,6.92210014765218,6.53092439396057,6.91881821214925,12.2737027022367,7.95975022274558,7.78550892045871,11.069525124127,10.2072392021118,6.39304771460116,6.7722308129708,6.41468150752513,5.53792852713251,5.37141820118652,6.54360499958482,8.10549756138126,7.00321051204328
"mir:hsa-mir-196a-1",5.84308914398668,6.44689709991183,9.30208123937123,8.88841913600314,10.2276748072378,8.54000766097759,9.46221936113351,6.11870849143433,7.58642087443234,9.57127976776927,10.0987052041111,7.09843149190538,7.5437166132535,7.23956370202335,9.4134447922638,10.0661143089751,7.82656851264823,8.83782501668539,9.43721252602497,9.75761499591382,8.75224022915021,6.75744162959536,5.27287861771377,3.75099666057273,9.65276290772072,7.59463781650395,9.76078888057983,7.74286116414392,6.72387169359946,5.81254394186481,8.42954168610964,8.7676817790889,9.00416226576657,9.79794420210998,10.1624469922111,10.219629454332,6.52484415560515,6.52363646804379,8.87907929935575,5.20193645812328,9.05083128188835,9.17520909592175,10.9383185298046,7.29368526349428,10.923930784135,9.47693695499732,9.01189951262151,9.10134113704731,8.08366394337516,9.83506237555197,9.19539591705812,10.4846621567306,10.6823310717408,7.61913246973936,7.71291056704073,10.0411702038276,9.08823441964084,10.8514807284532,7.67708167138276,4.80927086537305,11.5273521663291,9.45454308337384,9.05556064897407,6.01886118068372,10.5885407399645,10.034388927211,8.12629330696562,9.57657687208296,8.27809325860339,8.23650036915889,9.65651761887113,8.78991651933538,10.6156385395366,8.07055971057504,9.34269268447199,9.76772626837245,9.61598802530071,3.84925128726202,8.62208741150289,5.82230183587805,10.9428340869942,9.30807539510528,10.9629154407464,6.21271522095526,11.02653301006,11.0679048418368,12.4518407585416,8.25929268510077,10.6493285806567,11.8406132685544,9.8142229304371,9.69563184704117,11.3441683414211,3.87378419741232,10.3252987310258,2.04531905960115,7.46297822729054,8.59273922973049,6.63895172406349,1.5561034300494,10.573633237193,9.54331486551837,11.4707764142436,4.77860570973838,11.2407295742225,6.85609714946897,6.89400865181386,5.91918658088056,9.09527099742838,9.21080782162541,11.2258226180729,6.45715507577082,5.44112780901753,11.0678454969981,10.4846077171957,11.3122895397085,11.5907224447535,6.08225853045575,4.71255134024075,9.28446099637213,9.51315397655116,8.0831970022023,11.019301283559,9.89402677058383,10.8945852859014,6.63327827683911,9.77071125525696,9.73283487623331,9.940620447558,7.0718095486402,6.92962963455188,8.17368528398394,6.12390988702182,5.40768150239372,7.27681904168321,4.2461025583627,5.50520789040085,11.1759775254169,10.7487643667639,10.4541862842123,6.79823553451643,5.79888284705764,6.05762762832988,9.86746533494165,5.37953759420003,9.66203521448653,10.6496399036197,6.30065572037832,11.4112070564286,6.18716257067316
"mir:hsa-mir-375",13.2245607004667,11.6290624363562,10.7313844286055,11.9920227361601,14.2314117949149,12.8532745381595,10.4468182605058,8.01082226549562,10.3182558156133,13.8298144915172,12.6956828190023,11.289111254163,14.3127179971686,10.3710235387678,14.3962368927874,12.1248111843451,12.793704682813,13.70289645085,11.1951473846018,12.324896678268,14.6920464159035,8.95376291265465,12.9302714342272,8.5421044573309,13.2452888295334,9.5811302279707,14.0832259973817,11.3718595628287,11.4436211507592,10.5366610903972,11.6430958382007,12.624105114598,15.0749314136246,14.1552844109264,10.5784163956607,12.7402607940753,12.6996411970848,10.1537981344216,12.091388766888,9.68533059495568,9.26551986384143,12.4088791989297,16.5251245822622,10.1883402980539,16.5300806890178,15.0734755769008,14.2141932629949,14.8962687141845,12.7286365630585,14.597563823223,14.2841745971705,13.8292788931523,15.2338979519989,12.5716516268416,13.2148005845557,16.1672448704147,14.4285722217838,13.8092580026537,12.8084837797989,12.9598994978541,8.92053297839836,15.419358886692,14.431454010617,11.3102444992862,14.4471048123206,18.3579605578554,15.9650339798682,14.1100968860695,14.5091851116972,14.2259863010973,15.6460930428893,14.4175518200223,17.6549264021403,14.5308230564826,13.6525376530062,14.6844735694744,15.2607777075246,15.53142878809,12.3116140056885,13.2021225223486,16.4778289739794,11.59255969854,11.0898550063129,14.6973110114268,13.5648448538944,13.5588117526088,14.7481493689949,14.1383089566777,15.2910828494889,14.1792778548094,11.4450992965232,13.2620721949189,14.6336197442085,14.1964475471243,11.2816130567262,14.1395291980572,14.8310662847537,13.3640100853603,10.0480126376498,15.9422768011799,15.0003058208615,13.3865993330257,13.5382766211065,12.9090024159411,15.7887850554595,12.7253986375245,14.5626918960248,14.4388188839793,15.4654848311546,10.3490109802814,12.1705290671725,17.1970938427356,15.4916061869259,14.6600070965084,13.8765529412311,14.2187410972859,12.6465213048814,14.0670131298346,12.3708219212924,12.0312753781818,13.7864468595227,13.562163336125,15.0629016232924,16.526680724723,11.8945117297572,13.9469275387259,12.9828367901115,12.7966308366541,15.8693120260688,13.9912729754743,14.31101264706,14.0457340837807,7.55353721430923,17.318070996737,15.0069679719714,12.5247440973197,10.6152997514195,13.9099823594352,12.4101772789127,14.6414832682018,17.49762602633,12.8646436177976,15.8875440531509,16.085835991437,12.3061183766792,14.1294461326527,12.3309476963771,17.4194906441844,11.6791626583887,11.2757424475251
"mir:hsa-mir-150",7.73579747459059,7.56570795929404,7.23634266947071,11.0627632575247,10.3433777291369,7.84499223213434,9.71817495273775,9.76011667119195,13.3036643948847,9.51106488981563,8.73240998543201,14.4349250184352,12.1038740388801,8.56858055821248,8.94606666964044,9.39461678265838,10.3002513164955,9.61340421017176,8.30980330336133,5.64217022030078,5.4713166000986,10.1961701871186,11.1096334727854,8.63860662173941,7.31529272471611,7.17351541345735,7.97630893884518,11.2189839860821,9.58477397469417,9.95559073858311,8.69727273101163,7.28570569910086,7.18895352225234,6.14421186581255,7.9642325562127,11.3720045181193,12.3181650577369,11.6502002914309,11.5995989415926,12.9037953604071,7.76154705243987,8.97401294154328,4.40632834638772,6.77990208251087,6.5390605626755,11.193463499469,8.40205027926233,8.55059243708009,8.16790693355622,9.82406148639773,10.2603446587518,6.39163568787215,9.27487081952804,10.3131255397198,8.97200833829747,10.4213716782942,10.8869071666693,10.5077136487579,9.99297260548716,7.23531136772002,7.08244964355562,7.80040280198283,7.96952821922809,8.61827434424558,10.8828795243796,4.62580791771262,9.46571743799141,9.81429799461954,10.8247730500217,10.9219625016493,7.16958298020713,10.1389999756889,9.19325312647555,9.5264990808747,9.99802296711097,7.18402240496159,10.5422012989186,7.15974797932794,6.86182452011947,4.96668832538198,8.45737182564747,8.49672079026776,8.778080064166,8.10707712600884,9.33573218083301,7.88832037198121,7.69682331423906,7.87872830727547,6.73111529670547,10.7559533851376,5.20421596995611,9.40015189705658,9.09769905031861,9.2598442840221,10.172747542007,8.07558076536998,8.67692178332381,10.0826704123951,8.10271024698403,7.71024770856217,9.33600852453361,6.68774356668819,7.99337911072805,7.65893419396408,11.3248424706756,6.05913809631616,6.82951746228222,6.00873926311789,6.49008996724726,8.25759463231288,9.45703351300798,6.32926367738217,5.18801707045199,5.75972422094916,9.12174464267848,8.97291568211351,9.35633403554255,10.1030557483386,9.46694103219867,9.39916311690859,11.2991527011471,9.28582907202888,6.89094719639937,7.92176461801679,7.9408729340031,10.4134967004654,9.12960501794831,8.12534916733312,7.4268214059276,5.68929406953916,10.1518388772739,8.69084102484848,9.21636320527237,7.99097261099429,9.05701841266098,5.3094786430837,10.2749794386525,5.94293046656961,8.33609006448693,6.66141689904867,10.4978818030482,10.1084646695088,8.59562879521083,8.30025417874729,6.25527146939086,7.71608517433113,9.06647243935222,6.91529275570995,8.03684565955966,7.10115105799349
"mir:hsa-mir-203",9.20025015013483,14.339118428488,8.12622945434433,14.6146101781995,11.5730874953081,13.1382183289228,14.0641530279657,13.8465317045849,15.2777610275842,11.591320622049,14.4701298657383,11.4449189729993,14.2102563565333,14.132031284423,13.3122455344687,12.7689985559607,14.2510589185971,10.5093280632656,13.9366446873505,13.7866853982378,13.3124313216665,9.08555433131951,16.8249865053757,10.3933092309733,14.2679800382033,10.7053702833243,11.6675652161015,10.6157298747622,8.55744557972043,14.6180363176401,11.36688670834,16.1941534748427,14.9235076384842,15.101799397524,11.0431318634565,12.8813180551646,12.6984538326523,12.0446981713138,13.9083091779585,8.50184625961778,13.4914830169092,14.6397198315991,13.5221296731523,12.640433087647,13.7526457794973,13.5962507816728,11.5105833868215,15.0296242058161,13.7373813714688,12.126424727984,12.1292024012598,11.8785147591953,11.9734974083224,12.430280235498,15.6759600194179,12.8630237194114,14.5545341996233,12.3131295496081,13.2039377719538,14.411073466651,12.8458406261975,15.7446766956814,12.4889449892427,11.4715023340916,10.4708433586272,12.1563599873601,12.1974007199925,11.0746604247911,14.0344903355517,8.38016308405578,12.5691798146164,11.6562572259418,13.8171008331089,14.050453811377,13.7972255403168,13.3362280878789,12.7519889000453,11.8621509526655,12.4987543022318,8.15721117191983,11.2834037460765,13.3436547340034,10.8201217853095,11.1584573980425,12.9539332727798,12.2566022231461,11.5645948921778,12.4702026141927,11.2770195332943,12.415035680005,14.2080210011957,11.4401924932842,12.4227992980703,12.6085431170037,12.385623768333,12.3139499143712,11.9210199427411,10.5569090697647,12.0197744109002,4.20674240129699,12.6694154723562,14.1601434097319,13.1858209760933,12.6734300917578,13.1820206030682,11.7001776797888,11.5070871664936,12.8267973117119,11.742470681256,12.0042768511095,9.88461231863391,8.09907032569258,8.70377840516489,15.1195030964944,8.77315161286728,10.495962158598,12.3732972735915,13.0988860581383,11.0578248853357,10.7761894485318,12.4709985671602,11.6743121155715,11.9053993214861,12.4218372889126,12.7119789818856,11.4547398156782,11.648797346469,11.8306272145615,13.6194509825818,11.6766393255663,12.1674489627559,12.7509157476358,9.40878033109147,12.5202578519558,12.3580881121872,11.655396589888,12.2881339951747,11.9189661053212,12.8085870449248,12.8190452287693,13.4976638040008,11.1511460126615,12.3801532202241,14.0287855390482,13.1682223272845,12.1142134484216,11.320108644794,9.52615666550251,12.0495832747414,12.3178925584183
"mir:hsa-mir-452",5.92695274090244,3.91727869010437,5.11303857305808,6.73657918527569,3.71439583700139,5.44921427538042,6.46113998780509,7.91907281271986,8.58406454809614,7.07963968493189,7.81316529570801,6.05253133079784,8.12959511517071,6.5782450488767,8.01281717623407,7.69077348593241,5.93255226350534,8.3253352119175,6.69187448409753,4.11385612937129,4.81462620812717,8.08736903988277,9.6644946283086,7.13626040907568,6.96575455861443,6.43046442306016,8.15243762075605,6.43168782653648,6.61177482294764,3.7418532181777,3.52681663234438,6.54713390683208,9.37465216747572,5.49721006339606,3.87255312972838,6.49361173556431,4.49185284567965,7.62807533489569,6.03009220693115,3.71627622107423,3.83443967944893,7.64249802573742,4.88939094785536,3.86701948474984,4.27789055048126,3.49329291187352,3.91313460498956,7.39439958244833,4.0901298189823,6.65582545809767,6.90709562904174,4.48108271701186,4.29264383067733,3.72789950097772,6.93322520914812,6.45455998111221,4.62183788219266,4.11351028068547,8.07946922427165,5.20448894101394,7.12226054913642,3.26551442262722,4.9992964025075,5.55487075490031,6.27288886416263,2.7372469654489,3.35440223066075,7.23615313556757,9.17537261903385,5.85556082093862,3.59607322676532,3.87883167639117,5.4378624815499,4.64826087736408,5.61613857232164,3.58758251295906,5.57516700359326,2.9886871140808,3.68221830843607,3.06967536476931,2.54486321977121,4.59456692743315,6.10481804460559,3.74681468622242,5.18059774306613,5.31854543717837,3.91717189280171,3.69830296569786,3.98313979953444,6.77621737091662,6.57682546032817,5.02561986826838,3.55258198571569,4.16116481960495,6.00420275798514,2.81696442693742,4.40641860473393,5.69398317530676,3.8384856113215,3.065955652409,5.82012379246314,2.89610567484946,4.54791538098651,3.752241371009,4.1874404769704,3.28990470334532,4.07336858505055,4.20467735620062,3.70087902726843,3.43114022075907,3.90955764027791,2.05428539170304,3.08582316872044,4.12642758781147,5.96779203184201,4.29840092395701,5.16002060526691,5.28331709472729,3.17770709662795,4.19275312198297,3.84565472362411,5.27494917236403,3.31677824458759,3.90661366903488,4.2880146518373,4.10150955609525,3.50136596674095,2.02984920653659,3.18688497436546,2.88625334452788,5.40140925112621,4.6497049398693,2.8487884028513,3.63536741670151,4.3971491376602,2.91116589639573,3.41673888599219,3.36380642181395,3.03676490478511,2.13965365894632,3.65014852912077,4.11005300926864,3.13743381129289,2.38397249393831,3.93791325235006,4.05783104492309,4.47502746939307,2.74993475962766,4.65690300768946,5.9342968161466
"mir:hsa-mir-210",12.2080020618724,11.3556724256686,11.7048380886799,10.1791221395467,11.0242512688402,12.1641207103284,10.805200444009,10.3651592236214,7.40796698754343,12.0316071025177,10.8975249730554,8.72837735019559,8.37726849462624,10.6769255649595,10.3704677569194,10.4646440113115,11.577038809888,11.0024350677826,10.3116030098526,12.1871984438737,9.54360946490079,10.2322666843875,11.3853594033155,11.8503378621508,12.1207675419502,10.8552043492591,9.7647623234262,8.56955288602851,8.67924827874452,8.01649000831682,8.23404873253218,12.5230583404518,12.6586607722217,9.34007138184029,10.0044754024951,10.1062519030308,9.61037029370177,11.8032790632984,8.5035905190894,6.96132784635414,10.6059870475891,11.3023841855965,11.4300539537449,5.57075512795178,10.6728850511194,9.87944611942443,10.3014684963205,11.0879135514621,11.2736501906829,11.7153449643482,7.055415416199,10.4820896832327,10.4645269252023,9.36571773531628,10.4562461088598,9.17907445946054,9.14218803702426,10.6187275015378,8.73357875718023,10.5343987410042,10.4646197545898,9.9568323571841,10.0905990659797,8.88309632036419,7.60718762870394,9.05027200342803,9.25046436269341,10.8846148046773,9.67800014632508,8.64998489996601,10.9424161359468,11.3040719464053,10.0277761599265,8.19209334817907,9.85877845859361,11.3289405717001,8.56639461189494,8.28946455675322,9.91851148157853,9.02407369826404,8.02805315214936,7.26607189482521,9.62579378911787,10.1983237259907,9.47556052993562,8.6420220027878,11.6071284860845,8.98203311629365,7.8483349464792,9.33080006273497,11.1792152703944,7.02875696919515,7.37338141994304,8.1303961768697,9.41223304297336,9.04299169278445,7.55413909426306,7.62072324797989,9.48528364451774,9.94947366757616,7.39739642294541,8.75741517353405,9.53920403770112,8.08196089355565,6.29987275334731,8.55901603110479,8.84762058286947,9.32226160090784,9.61469590650528,7.30566876652961,6.64501351354572,8.60525322986315,11.3772498273502,9.11130253836685,8.38028953902534,8.69485075550488,9.16292578928678,7.78333599259046,7.48064888084916,10.1471400745212,8.83831124292229,6.62896415875462,7.96302775964409,7.77421430441396,11.8797784499781,7.37918604526998,6.67496014406862,6.81054054591554,10.8270501661814,9.61826899083003,7.32879509112137,5.61451948162404,5.3559129306209,10.380936022788,7.129119006074,7.60672264499268,7.31213584802794,8.9652260903582,6.41067505118052,7.85419018136745,8.65575068949591,8.08205552297273,6.66500718943607,10.2651772343201,6.87347250388581,9.66648867808123,8.01095684003722,7.91548825032655,9.44980847306431,8.55841351291061
"mir:hsa-mir-149",6.09348461628544,6.22339764156841,5.04213902530008,5.13624722114478,5.43922383028998,6.17291040792401,4.26911863287248,5.05151336318107,4.21076415197027,8.17019023193463,2.51027483353796,5.85396910438352,3.60155971241726,7.12381249479436,3.38859172672342,5.08237172781686,4.87656787972256,5.34448328319831,4.69818387424322,7.89633389558863,4.13212140473763,5.46986080225626,6.46257972622603,3.32558715788442,5.48340542467,4.30248127943568,4.30323264027497,4.76081513210426,4.86058970451802,5.4862918138545,7.79471107970695,5.93660322986175,5.42679711140257,5.09872744704173,7.99940534470339,6.99741963125276,5.25309512637252,6.84375475188418,5.33322926934673,4.12950460365011,5.29624486644521,5.59358440506065,6.55909566207662,7.04389688199581,6.88089143572367,9.09442061630817,4.96066999795498,5.63308629428707,8.56070951061817,5.64249678595664,4.87615250407941,6.9250543675994,6.73321037270224,9.07362228651809,4.88723167995262,8.86745557676706,5.7395206339047,6.46997839677564,6.20562366652716,5.61145087313045,7.33741853253224,8.26291024006337,5.97343448364915,4.41478769476156,9.38815922539305,7.27254990696479,5.6347032570397,5.8728715510775,8.81768959713264,8.17239313102946,2.99255463081361,6.16924680234872,8.03553385828264,7.50618970171728,4.72289613547953,5.92197970177372,7.55072345073799,6.23769073131376,8.27838832175288,5.77487399673654,5.9320172016604,4.33757749899793,8.41261096185452,4.81507347901158,7.74812813031085,6.58562563424444,7.42265201200908,8.21711611612114,7.99206306682159,7.46735008217682,6.9056420209561,6.61088785257457,8.6113216510361,8.35280930231423,7.49856286266057,7.78230169808601,5.94529852788035,6.19337895070328,5.61322416622423,7.68325929811312,6.447396016849,9.32266451601081,6.99613482880267,7.93084432431762,7.03385993877164,4.07080636778547,6.38340006613738,9.19993779613328,5.44948302965626,6.26679946171689,5.227747397935,4.81934754719142,11.0449254130052,7.56172817223683,7.67695716854157,6.56044665542873,10.2896081938732,6.62763334715372,5.47452895546164,8.35940927593174,7.56710378456717,4.30309480478162,5.93263609305424,7.8862675270571,5.51919281442711,6.44157768270241,5.93876876626423,6.51370919516046,8.47833872916521,8.73620013029269,8.44154352921962,6.73359992780118,7.33147180795441,8.977272399192,7.11033419236445,4.11978660848323,5.79429947427434,6.09887997229694,5.01024784218555,6.22283015660678,7.588916065884,5.59110189695541,7.48022493351884,10.1427177873787,6.26411538829673,9.1854116160615,8.92778070090795,6.5113040106781,5.46340036865302,5.36896881394386
